Shoplifting001_x264.mp4,Two people stealing from a store.,Two people steal something from an electronics store.,Two people in orange and white sneaked electronic items in their shirt.,People stealing from store aisle.,Two people shoplift from a store.
Shoplifting002_x264.mp4,A person picks something from the counter.,A person steals from a cyber cafe.,A person wearing a hat tugs something in his shirt.,A person steals a white item and tugs in his shirt.,A person drags some things on the table and hides in his shirt.
Shoplifting003_x264.mp4,Lady behind the fan steals from the shop.,Woman sitting in front of fan steals something.,An object is stolen by a woman from the shop.,A woman hides an object in her dress.,A lady hides some item in her dress.
Shoplifting004_x264.mp4,Half a dozen men in a shop.,Two elderly men waiting at a counter.,A person counting money.,A person talking to an elderly man.,A person walking past two elderly men.
Shoplifting005_x264.mp4,Two men talking in a store.,A person tugs jewellery in his friend’s jacket.,Two people shoplifting from a store.,Two people steal jewellery from a store.,A person hiding jewellery box in his jacket.
Shoplifting006_x264.mp4,A man runs away with something from a store.,A man steals from a small store.,A man wearing a cap steals jewellery from a store.,A man steals jewellery from a store counter.,A man standing at the store runs away with something.
Shoplifting007_x264.mp4,Two women steal from a cloth shop.,Two women tug items from a shop.,Two women steal clothing from a cloth store.,Two women steal sari from a cloth store.,Two women hide items from a store and run away.
Shoplifting008_x264.mp4,A man steals something from a store counter.,A man picks a calculator from a store.,A man picks up an item lying on the table.,A man steals the calculator from the counter.,A man steals an item from the store counter.
Shoplifting009_x264.mp4,A pan steals a box from a store.,A man walks away with an electronic item put on the shelf.,A man steals an electronic item from the shelf.,A man hides an electronic item and walks away from the store.,A man steals and walks away with an electronic item from the store.
Shoplifting010_x264.mp4,A girl hides items in her bag.,A girl steals items from a store.,A girl puts items from a store aisle in her bag.,A girl stealing from a store.,A girl steals something from a store.
Shoplifting011_x264.mp4,A man hides goggles in a store in his sleeve.,A man steals sunglasses from a store.,A man tugs something in his jacket.,A man hides something in his jacket’s sleeve.,A man steals half a dozen sunglasses from a store.
Shoplifting012_x264.mp4,A woman steals a sari from a store.,A woman in a store steals saris.,A woman hides something in her bag.,A woman steals some things from the counter.,A woman steals from a clothing store.
Shoplifting013_x264.mp4,A lady steals from a clothing store.,Three women stealing from a store.,A group of women steal items from a clothing store.,A group of women steal items from a clothing store.,Some women hide items in the store in their bags.
Shoplifting014_x264.mp4,Two woman hide clothes in their bags.,Two women steal items from a store.,A woman hides clothes in her bag.,A group of women steal clothes from a cloth store.,Two women with a baby shoplift from a store.
Shoplifting015_x264.mp4,A man picks something from a store.,A man steals something from the counter.,A man walks away with something from a store counter.,A man steals a calculator from an electronics store.,A man steals something from an electronics store.
Shoplifting016_x264.mp4,A woman steals a box from a store.,A woman steals a laptop from a store.,A woman hides a brown box under her clothes.,A woman hides something under her clothes.,A woman carrying a bag tugs a big brown box under her clothes.
Shoplifting017_x264.mp4,A man steals something from behind a counter.,A man steals an item from behind the counter.,A man picks something from the counter.,A man steals something from a store.,A man steals something from a store.
Shoplifting018_x264.mp4,A lady hides items in her clothes.,A lady steals from a store aisle.,A lady picks items in her clothes.,A lady steals items and puts in her clothes.,A lady hides something in her clothes.
Shoplifting019_x264.mp4,Two men run away with something from a store.,Two men steal from an electronics store.,Two men run away with big boxes.,A group of men steal big boxes from a store.,A group of men steal big boxes from an electronics store.
Shoplifting020_x264.mp4,A person steals something from a store.,A person steals items from behind the counter.,A person picks something from behind the counter.,Two people steal something from a store.,Two people run away with something from a store.
Shoplifting021_x264.mp4,A lady picks something from behind the counter.,A lady steals something from a store.,A lady shoplifting.,A lady hides away something from the counter.,A women in black stealing from a store.
Shoplifting022_x264.mp4,A boy and a girl stealing from a store.,A boy and a girl steal something from a store.,Two people stealing from a store.,A boy hides something in his jacket.,A girl and a boy hiding boxes in their clothes.
Shoplifting023_x264.mp4,A person stealing from a jewellery store.,A lady stealing from a shop.,A lady steals something from the counter.,A lady shoplifting.,A lady hides something in her bag.
Shoplifting024_x264.mp4,A girl stealing from a store.,A girl stealing from the counter.,A girl hides something in her pockets.,A girl steals something from a small shop.,A girl hides something under her notebook.
Shoplifting025_x264.mp4,Two women stealing clothes from a store.,Two women stealing from a store.,Two women steal clothes from a store.,Two women steal clothes in a store.,Two women shoplifting in a store.
Shoplifting026_x264.mp4,A women tugs items in her bag.,A woman stealing from a shop.,A woman hides away items in her bag.,A woman stealing clothes from a shop.,A woman stealing items from a cloth store.
Shoplifting027_x264.mp4,A man picks items from the counter.,A man steals something from a store.,A man wearing a cap steals something from a store.,A man walks away with something from the store.,A man steals a small item from the store counter.
Shoplifting028_x264.mp4,A man and woman steal items from a store.,A man and a woman steal items from a store aisle.,A man and woman stealing.,Two people stealing small items from a store.,Two people shoplifting.
Shoplifting029_x264.mp4,A group of people steal clothes.,A small group of men steal items from a store.,Three men steal clothes from a store.,Three men steal items from a clothing store.,A group of men steal clothes from a store.
Shoplifting030_x264.mp4,A man wearing a cap steals something from an electronics store.,A group of people stealing from an electronics store.,A group of three people stealing items from an electronics store.,Three people hide items on display from an electronics store.,A group of people steal items from an electronics store.
Shoplifting031_x264.mp4,A man hides something in his shirt.,A man in white steals something from a store.,A man tugs something in his clothes.,A man stealing from a store.,A man steals something from a store aisle.
Shoplifting032_x264.mp4,Two people stealing from a store.,Two people run away with items from a store.,Two people steal items from a store.,Two people run away with lots of items from a motor store.,A group of people stealing from a store.
Shoplifting033_x264.mp4,A group of people steal from a clothing store.,A boy hides something in his pants.,A boy stealing from a store.,A man and a woman steal something from a clothing store.,A women and a man lift from a store.
Shoplifting034_x264.mp4,Two people stealing from a store.,A man and a woman steal items from a store.,A man and a woman steal items from a small store.,A man and a woman steal items from a small store.,Two people stealing from a shop.
Shoplifting035_x264.mp4,A man stealing an electronic item.,A man stealing from an electronics store.,A man steal from an electronics store.,A man hides a phone in his pocket.,A man steals a phone in his pocket.
Shoplifting036_x264.mp4,A woman stealing clothes from a store.,A woman stealing something from a clothing store.,A woman in purple stealing clothes from a store.,A woman stealing items from a clothing store.,A woman stealing something from a clothing shop.
Shoplifting037_x264.mp4,A man runs away with jewellery from a store.,A man steals gold from a store.,A man steals from a jewellery store.,A man steals something from the counter.,A man steals jewellery from the shelf.
Shoplifting038_x264.mp4,A man steals and runs away.,A man steals something from the store.,A man steals a bag from the counter.,A man steals something from the shelf.,A man steals a bag from the shop.
Shoplifting039_x264.mp4,A man steals a big box from a store.,A man steals a big box.,A man lifts a big white box from the store.,A person steals a box from the shop.,A person carrying a big white box.
Shoplifting040_x264.mp4,Three women stealing clothes from a store.,A group of women steal clothing from a store.,A group of women steal items from a store.,A group of women stealing clothes from the shop.,A group of woman steal from a clothing shop.
Shoplifting041_x264.mp4,A lady shoplifting.,A lady hides something in her bag.,A lady steals something in her bag.,A lady steals clothes from a store.,A woman wearing a sari steals something from a shop.
Shoplifting042_x264.mp4,A person wearing a hat steals from a store.,A group of people stealing from a store.,A group of people steal items from a store.,A group of three people hide items in their bag.,A group of three people stealing from a shop.
Shoplifting043_x264.mp4,A lady stealing clothes from a store.,A group of ladies steal clothes in their bags.,A group of women hide away items in a shop in their bag.,A group of women steal items from a store.,A group of women steal from a cloth shop.
Shoplifting044_x264.mp4,A person stealing from an electronics store.,A man carrying a briefcase steals from a store.,A man hides electronics in his bag.,A man stealing from an electronics store.,A man is stealing from an electronics showroom.
Shoplifting045_x264.mp4,A large group of people run away with items from the store.,A large group of people stealing from a shop.,A group of people stealing from a shop.,A group of people run away with items from a store.,A large group of people run away with items from a store.
Shoplifting046_x264.mp4,A girl stealing from a shop.,A little girl stealing items from a shop.,A little girl stealing something from a store.,A little girl steals from a store.,A little girl runs away with something from a store.
Shoplifting047_x264.mp4,A group of girls stealing from a store.,A group of people stealing from a food store.,A group of people steal something from a store.,A group of people stealing items from a store.,Few girls stealing from a food shop.
Shoplifting048_x264.mp4,A group of women stealing from a store.,A group of women hide something in their clothes.,A women hides something under her clothes.,A women stealing something from a store.,A group of women steal items from a shop.
Shoplifting049_x264.mp4,A man steals phones from an electronics store.,A man steals items from an electronics store.,A man stealing from the shelf.,A man steals items from the counter.,A man stealing phones on the counter of a shop.
Shoplifting050_x264.mp4,A man snatches something from an electronics store.,A man stealing from a store.,A man steals a phone from the shelf.,A man steals something on the counter.,A man shoplifting from an electronics shop.
